../Expiration/Expiration_10000_Independent_cluster_min=10_max=10000_alpha=-5e-06 copy_original_Dijkstra.csv
road_id,road_pagerank,road_length,road_clusterId,expiration,random_expiration,pickup
4007,0.00296244,230.83920290895384,9,0,0,0
4008,0.03140263,271.38079377866603,9,0,0,0
4009,0.00000000,87.42568139815036,9,0,0,0
4010,0.00201859,107.65823825568404,9,1,1,0
4011,0.27208179,213.3138315310946,9,4,3,0
4012,0.10464589,87.42568139815037,9,11,11,0
4013,0.05334338,77.27191791220342,9,3,2,0
4014,0.06128438,79.76871101286808,9,2,3,0
4015,0.00586862,219.38748795600503,9,0,0,0
4016,0.04408895,51.415681170806835,9,1,1,0
4017,0.00404795,81.50238333786969,9,1,0,0
4018,0.00171482,190.84291505709703,9,1,0,0
4019,0.00000000,12.75022024492891,9,0,0,0
4020,0.00000000,116.47414368814934,9,0,0,0
4021,0.00054308,133.05405470995237,9,0,0,0
4022,0.00771378,82.45768389461904,9,0,0,0
4023,0.00240500,158.51115184100834,9,0,0,0
4024,0.03144420,133.05405470995237,9,1,0,0
4025,0.00634395,152.36573034877165,9,0,1,0
4026,0.02306611,158.51115184100834,9,0,0,0
4027,0.00161569,99.63429964971525,9,0,0,0
4028,0.00141592,44.71312319300554,9,0,0,0
4029,0.04351174,127.82531323480596,9,0,0,0
4030,0.07668244,166.22704019157092,9,3,3,0
4031,0.00451597,49.597316191593514,9,0,0,0
4032,0.00000000,85.07170541536281,9,0,0,0
4033,0.07992567,162.88823095045666,9,2,1,0
4034,0.02638488,140.903555086246,9,0,0,0
4035,0.02659048,32.64176599471979,9,4,3,0
4036,0.06711007,156.48754729688167,9,7,3,0
4037,0.00171374,220.3375747695402,9,3,2,0
4038,0.00167670,21.253965824111937,9,2,0,0
4039,0.03579720,79.72649774811967,9,7,3,0
4040,0.00000000,50,-1,16,13,0
4041,0.00236765,244.4030205525633,9,0,0,0
4042,0.14057244,386.3672303066482,9,14,15,0
4043,0.00658110,80.13257758655124,9,1,1,0
4044,0.01389873,80.74665526524994,9,3,3,0
4045,0.38317022,80.93720558919551,9,47,47,0
4046,0.47149306,82.6943941328545,10,80,80,0
4047,0.96827847,84.51044868749801,0,16,48,0
4048,0.00979465,43.818172171056595,1,0,0,0
4049,1.68107322,309.4789496487254,1,158,156,0
4050,0.98384420,84.73874782505467,0,61,103,0
4051,1.04262098,273.9917957682571,1,122,125,0
4052,1.07973683,273.50653705253023,1,98,103,0
4053,1.04752739,83.53709997023473,1,56,76,0
4054,2.28860512,270.0993998690264,1,151,170,0
4055,0.38682880,271.0649123438873,1,45,47,0
4056,1.25313287,84.44658679350508,42,84,113,0
4057,0.44970158,270.0993998690264,1,38,49,0
4058,1.08298915,267.8001060629736,1,127,125,0
4059,0.08428292,84.59366844269023,9,5,5,0
4060,0.01102426,80.45652663722034,9,1,1,0
4061,0.01163752,136.5105135467175,9,7,7,0
4062,0.08517762,273.48230536883267,9,7,8,0
4063,0.68620014,82.28137669314222,15,38,40,0
4064,0.17065661,84.98562060251956,9,14,14,0
4065,0.04305777,161.57405038319908,9,4,4,0
4066,0.00034407,86.01682090003837,9,0,0,0
4067,0.00000000,118.96920673116055,9,0,0,0
4068,0.00054520,119.94292985922749,9,0,0,0
4069,0.00000000,210.30571836227142,9,0,0,0
4070,0.00055331,177.0590799482042,9,0,0,0
4071,0.00000000,119.02207946970073,9,0,0,0
4072,0.00054767,117.7481851898639,9,0,0,0
4073,0.00000000,176.78850883262572,9,0,0,0
4074,0.00000000,177.0590799482042,9,0,0,0
4075,0.00054886,104.2837913645794,9,0,0,0
4076,0.00000000,131.00928882823558,9,0,0,0
4077,0.00000000,75.7680941842915,9,0,0,0
4078,0.00000000,118.80636190955475,9,0,0,0
4079,0.00000000,75.76809418429148,9,0,0,0
4080,0.00053142,119.56968855729639,9,0,0,0
4081,0.57458259,86.3300213913565,9,6,2,0
4082,0.05262118,162.88823095045666,9,4,2,0
4083,0.06208789,124.39211052684581,9,2,1,0
4084,1.55925182,240.50349827614392,9,36,23,0
4085,0.00000000,10.565239081576552,9,0,0,0
4086,0.00000000,7.0472981571024915,9,0,0,0
4087,0.00000000,10.563598018114034,9,0,0,0
4088,0.00000000,482.95651712824053,9,0,0,0
4089,0.00000000,309.85326534922604,9,0,0,0
4090,0.00000000,79.36782672892028,9,0,0,0
4091,0.00099631,83.02554119637927,9,0,0,0
4092,0.00034343,133.93724708387825,9,0,0,0
4093,0.00055221,82.8319677645062,9,0,0,0
4094,0.00000000,84.06193912414979,9,0,0,0
4095,0.52186080,50.570486172807236,0,19,35,0
4096,0.60698899,150.6992028802102,1,58,75,0
4097,0.68260653,157.88253594312764,1,44,41,0
4098,0.01602316,96.85848539087449,9,2,2,0
4099,0.02937682,42.64781144933561,9,2,2,0
4100,0.58238506,109.05589157291391,49,47,46,0
4101,0.01303408,22.356904124476543,9,1,1,0
4102,0.02708133,43.55558743248983,9,1,0,0
4103,1.28576406,140.66859692543667,49,55,59,0
4104,0.00069537,20.861076186175644,9,0,0,0
4105,1.53343873,134.6799286556076,49,58,56,0
4106,0.05907121,44.394808091653296,9,2,1,0
4107,0.00826129,22.32780649562527,9,0,0,0
4108,0.30134243,76.37590049534204,49,16,15,0
4109,0.00051966,38.97475759429973,9,0,0,0
4110,0.00052128,33.88299845875483,9,0,0,0
4111,0.00054519,19.081564880830992,9,0,0,0
4112,0.01204472,58.44485765643464,9,3,2,0
4113,0.00054685,76.55832089955773,9,0,1,0
4114,0.00290474,58.627754531153144,9,0,1,0
4115,0.04823544,20.861076186175644,49,1,1,0
4116,0.03642413,53.71535842385414,9,1,1,0
4117,0.06965738,71.83916537938518,9,8,8,0
4118,0.04972175,22.356904124476547,9,0,0,0
4119,0.07370540,140.7706765244759,9,12,11,0
4120,0.00069878,72.56593997392825,9,0,1,0
4121,0.00000000,80.4635455498175,9,0,0,0
4122,0.00054655,221.35262229376855,9,0,0,0
4123,0.00038151,171.6777247285628,9,0,0,0
4124,0.00000000,78.5672976429544,9,0,0,0
4125,0.08084072,85.84194349140571,9,0,0,0
4126,0.00106242,147.1045789988906,9,0,0,0
4127,0.00054636,79.22164871720403,9,0,0,0
4128,0.00054059,75.68240406785802,9,0,0,0
4129,0.00054385,114.20760271340708,9,0,0,0
4130,1.73696082,80.69296113609325,11,24,102,0
4131,0.23109027,271.8709028236896,10,35,40,0
4132,0.81831019,79.55056936574006,35,6,30,0
4133,0.19058979,273.5076006385502,10,14,24,0
4134,0.15876483,241.26283266198973,9,17,17,0
4135,0.00064808,84.25001526876338,9,0,0,0
4136,0.00302975,80.30670861614159,9,0,0,0
4137,0.00359463,72.97366331027504,9,0,0,0
4138,0.03652581,67.89184853070314,9,0,0,0
4139,0.06484771,162.53603906164966,9,3,3,0
4140,0.00085944,128.9154864393037,9,0,0,0
4141,0.00118871,115.15633856455766,9,0,0,0
4142,0.00159776,56.09173310213352,9,0,0,0
4143,0.22253753,187.0890759695365,9,6,6,0
4144,0.00031943,47.91418123356646,9,0,0,0
4145,0.00144550,32.122164587925774,9,0,0,0
4146,0.00000000,35.85829871202874,9,0,0,0
4147,0.00379812,610.0526285020585,9,0,0,0
4148,0.00395481,34.27498545957082,9,0,0,0
4149,0.39594346,79.83804105203495,45,14,17,0
4150,0.00000000,15.67271733766085,9,0,0,0
4151,0.00000000,77.80166068302634,9,0,0,0
4152,0.33182496,79.96446622462516,1,51,50,0
4153,0.04758378,73.66755142534308,1,2,2,0
4154,0.28947465,70.83615070534793,1,29,27,0
4155,0.00034424,141.13969693504805,9,0,0,0
4156,0.00073786,73.7855514040539,9,0,0,0
4157,0.00000000,78.51050056409251,9,0,0,0
4158,0.00000000,141.13969693504805,9,0,0,0
4159,0.00000000,77.6989261619745,9,0,0,0
4160,0.00055342,74.71105600544165,9,0,0,0
4161,0.00000000,133.9552760515785,9,0,0,0
4162,0.00034507,94.8938539111657,9,0,0,0
4163,0.00054973,76.96242102089197,9,0,0,0
4164,0.00053840,75.37657552977369,9,0,0,0
4165,0.00000000,118.97486011931521,9,0,0,0
4166,0.00034493,82.78250993247174,9,0,0,0
4167,0.00000000,94.93434517758314,9,0,0,0
4168,0.00000000,259.17995755093875,9,0,0,0
4169,0.00278027,262.4851073634265,9,1,1,0
4170,0.00034266,78.81180753556522,9,0,0,0
4171,0.00000000,58.81572189129761,9,0,0,0
4172,0.03116963,303.0380618955776,9,7,7,0
4173,0.29121310,79.56642118090689,9,7,4,0
4174,0.00705490,80.83734336657261,9,0,0,0
4175,0.00000000,15.778819283929034,9,0,0,0
4176,0.00201339,265.5591077261452,9,0,0,0
4177,0.13365160,79.97768390635066,9,2,2,0
4178,0.00034294,116.59952685952173,9,0,0,0
4179,0.00000000,86.73535723156529,9,0,0,0
4180,0.00054650,163.95149271398748,9,0,0,0
4181,0.49749752,156.7391474512265,9,22,20,0
4182,0.00000000,79.39145536069282,9,0,0,0
4183,0.00034698,116.23700847667004,9,0,0,0
4184,0.00084085,84.08504929762398,9,0,0,0
4185,0.00000000,80.15322879310673,9,0,0,0
4186,0.00000000,79.72602024239879,9,0,0,0
4187,0.00000000,78.46898865898704,9,0,0,0
4188,0.10526637,270.49174990664994,9,1,1,0
4189,0.00034453,142.98183754949275,9,0,0,0
4190,0.00039380,220.8727619935199,9,0,0,0
4191,0.00127396,156.6630422679128,9,0,0,0
4192,0.54450246,77.71205417158876,9,8,7,0
4193,0.00000000,13.933921218331273,9,0,0,0
4194,0.45417640,79.30903456054548,9,2,1,0
4195,0.00063662,14.324010843851084,9,0,0,0
4196,0.00402470,123.83702439839784,9,0,0,0
4197,0.00000000,80.52503398040034,9,0,0,0
4198,0.00000000,79.25893358570558,9,0,0,0
4199,0.00000000,80.35011403864755,9,0,0,0
4200,0.00034372,132.33080122551425,9,0,0,0
4201,0.00000000,80.54045230203197,9,0,0,0
4202,0.12326575,80.0179551368715,9,3,3,0
4203,0.00000000,67.18590840760017,9,0,0,0
4204,0.00034176,87.1479887198448,9,0,0,0
4205,0.01029090,170.36780881618165,9,1,1,0
4206,0.00528894,83.11187583747285,9,0,0,0
4207,0.00000000,231.2926083635405,9,0,0,0
4208,0.00832472,76.92243195854036,9,1,1,0
4209,0.12260198,73.57829922429248,10,16,14,0
4210,0.00147449,83.26539371591653,9,0,0,0
4211,0.49720951,76.92243195854036,10,67,71,0
4212,0.00000000,31.146528590694384,9,0,0,0
4213,0.02075798,82.6943941328545,9,4,4,0
4214,0.24689021,77.47773159996022,9,29,29,0
4215,0.04728082,80.9372055891955,9,5,5,0
4216,0.06166898,77.47773159996024,9,11,11,0
4217,0.03808759,82.97949288935033,9,3,3,0
4218,0.30998540,85.68813664311568,9,54,53,0
4219,0.55684572,85.21962949299267,1,65,59,0
4220,0.57178133,225.67134158280263,1,81,79,0
4221,0.05059566,14.715170610784188,1,1,2,0
4222,0.58980817,225.67134158280257,1,85,81,0
4223,0.59969810,211.46678079829329,1,72,70,0
4224,0.01930884,14.272638758263318,1,5,6,0
4225,0.00055133,99.23939039371963,9,0,0,0
4226,0.00234523,56.608910688948676,9,0,0,0
4227,0.02485451,90.83045212130249,9,1,1,0
4228,0.00000000,73.08281630343323,9,0,0,0
4229,0.73570280,87.02422542085799,0,15,49,0
4230,0.26829894,156.1274035728229,0,30,32,0
4231,0.33361257,145.78086692403818,0,47,53,0
4232,1.19020871,80.61262097874173,0,49,68,0
4233,0.70927197,80.48268658638102,0,8,50,0
4234,0.18670899,142.42240629868806,10,19,24,0
4235,0.41357960,154.66701750020806,10,40,47,0
4236,0.96902187,84.8239887181209,0,0,71,0
4237,0.38516158,216.1400534714601,10,47,69,0
4238,2.36394150,80.2545207846297,6,1,107,0
4239,1.14124765,85.66473067869985,0,71,112,0
4240,0.35623318,228.66318701986503,10,52,55,0
4241,0.66970302,216.87835986125052,10,66,87,0
4242,1.98596216,79.92132136254662,4,83,194,0
4243,0.27587899,81.94932418883877,10,49,52,0
4244,0.00000000,23.969884326531524,10,0,0,0
4245,0.02718236,83.40236627515078,10,6,6,0
4246,0.00054745,73.90528498326326,9,0,0,0
4247,0.00000000,52.52369516221456,9,0,0,0
4248,0.00457873,59.60476730652061,9,0,1,0
4249,0.00000000,59.60476730652061,9,0,0,0
4250,0.00055211,46.929490277168824,9,0,0,0
4251,0.00055648,25.041473062727288,9,0,0,0
4252,0.69077260,77.58687825373111,0,21,32,0
4253,0.71544096,154.4573565803931,1,37,45,0
4254,0.87621303,274.3101237449882,1,86,87,0
4255,0.99547725,78.55253001209093,0,78,102,0
4256,0.60533419,157.89267330627442,1,24,34,0
4257,0.47342408,295.06869534173387,1,53,58,0
4258,0.35325515,78.47107910576665,1,30,42,0
4259,0.62700340,270.8557419228846,1,52,60,0
4260,0.00522378,80.93174293313189,9,0,0,0
4261,0.07038485,246.33314111932242,9,10,10,0
4262,0.06485871,155.21743675908115,9,0,0,0
4263,0.00207797,153.7359301729826,9,1,1,0
4264,0.00734001,143.0096761718384,9,4,4,0
4265,0.15547775,86.85907773739157,9,0,0,0
4266,0.31287714,85.86295318113866,9,9,8,0
4267,0.01611284,143.2252612227966,9,2,2,0
4268,0.10218775,79.74517569321661,9,11,7,0
4269,0.00582553,154.66017312508296,9,0,0,0
4270,0.05774832,87.87788489637893,9,4,2,0
4271,0.08088475,214.60262926531277,9,1,1,0
4272,0.00133345,99.35512356576204,9,7,6,0
4273,0.00259940,210.84038372269137,9,1,1,0
4274,0.00279839,75.34137703374974,9,1,1,0
4275,0.11052145,50.74446925471836,9,4,4,0
4276,0.02997741,33.19474511941827,9,0,1,0
4277,0.65366687,93.99709742345573,1,41,40,0
4278,0.10702213,89.11759105265438,1,3,1,0
4279,0.44636034,184.78948526324072,1,37,38,0
4280,0.68493235,86.54054403465871,0,25,43,0
4281,0.22680316,155.2855423624053,10,32,45,0
4282,1.38484024,80.39711124979111,0,20,53,0
4283,0.63938364,80.315405628392,0,11,55,0
4284,0.08449203,22.626023048824255,10,4,9,0
4285,0.10167530,142.35914219427707,10,7,17,0
4286,0.88208687,85.98385449503944,0,1,63,0
4287,2.13882932,80.16601643621847,3,0,71,0
4288,0.48834383,154.6479395894478,10,1,74,0
4289,0.42541739,216.1569138900381,10,52,61,0
4290,0.30687847,85.54848934977962,10,11,36,0
4291,1.73150187,79.9659110832085,0,98,155,0
4292,0.51843704,228.16719301150988,10,63,82,0
4293,0.03307148,387.0962092429515,9,0,0,0
4294,0.00000000,48.2612046294812,9,0,0,0
4295,0.00219024,73.57829922429248,9,0,0,0
4296,0.08621110,157.93352002266752,9,8,8,0
4297,0.03230962,109.93173603683225,10,3,3,0
4298,0.00713278,86.81904759532398,9,2,2,0
4299,0.04794297,77.74535151436798,9,1,1,0
4300,0.37785934,160.04426260580698,9,43,46,0
4301,0.01778886,85.68813664311568,9,3,3,0
4302,0.00000000,86.02867685476187,9,0,0,0
4303,0.05452589,83.82735700036989,9,2,3,0
4304,0.00000000,270.35040319752125,9,0,0,0
4305,0.00086405,126.90669275222116,9,0,0,0
4306,0.00052555,396.78733453660504,9,1,1,0
4307,0.00054754,109.50778698355234,9,0,0,0
4308,0.00054003,126.90669275222115,9,0,0,0
4309,0.00053659,179.75741623397954,9,0,0,0
4310,0.16635636,68.9474323158743,1,16,21,0
4311,0.20318042,274.5449500654454,10,14,30,0
4312,0.25554873,274.433167258738,10,28,29,0
4313,0.94632720,86.19626080421351,41,16,86,0
4314,1.60578230,79.75519816943653,13,1,64,0
4315,0.69584413,139.46497303822207,10,30,77,0
4316,0.02794287,81.96574802830025,9,2,1,0
4317,0.00070427,80.99160774864575,9,0,0,0
4318,0.44494322,155.3724100012177,10,11,24,0
4319,0.55008828,79.62327947995887,0,4,9,0
4320,0.03550666,20.02255475026177,0,0,3,0
4321,0.48079937,78.53282525362434,0,14,30,0
4322,2.54741535,80.54721004397433,0,13,42,0
4323,1.89003725,146.20001564951605,0,25,79,0
4324,0.95336887,80.12999484361497,0,0,10,0
4325,1.89852886,156.71646516082694,0,33,64,0
4326,0.61951910,79.48526227130311,0,18,44,0
4327,0.87421224,213.85390142644422,18,22,34,0
4328,0.68462754,159.65450333943178,18,24,43,0
4329,0.00132201,149.3699178872047,9,1,1,0
4330,0.11225200,78.47177390606821,9,0,0,0
4331,0.13631977,79.91946320489917,9,0,0,0
4332,0.00034096,15.343209195104652,9,0,0,0
4333,0.03212465,267.9935765391763,9,3,3,0
4334,0.20351475,79.908662268285,9,5,2,0
4335,0.00133486,133.4856508520767,9,1,1,0
4336,0.00370063,80.52306392731187,9,2,2,0
4337,0.00000000,80.71182113803722,9,0,0,0
4338,0.03648942,273.2839130996972,9,1,1,0
4339,0.00733737,79.09554216357982,9,2,2,0
4340,0.34052436,171.1738693324857,9,11,9,0
4341,0.05859829,267.9171487572649,9,6,5,0
4342,0.70589370,80.70710577851956,9,26,18,0
4343,0.00070407,80.96846335310798,9,0,0,0
4344,0.58838606,79.60065179986589,9,18,18,0
4345,0.01993378,143.97571166284396,9,2,3,0
4346,0.02728580,78.33244761066996,9,1,0,0
4347,0.01261703,154.49418481434805,9,4,4,0
4348,2.33388906,78.13862358924159,15,10,18,0
4349,0.19344976,154.10319797469768,15,14,16,0
4350,0.34801055,79.93850678243624,15,10,11,0
4351,0.65940018,80.3717744542053,9,25,27,0
4352,0.07969535,79.26069758449964,9,13,10,0
4353,0.04892881,229.2468499597732,9,5,5,0
4354,0.07412515,78.45907537646234,9,5,2,0
4355,0.04099417,302.5718766917658,9,1,0,0
4356,0.03074452,224.49246707387,9,6,6,0
4357,0.38621322,226.30720716938006,9,43,41,0
4358,0.17438958,88.18417531624888,9,16,18,0
4359,0.00000000,50,-1,106,108,0
4360,0.45583794,391.83079334219684,9,61,59,0
4361,1.50712797,212.57478438734725,1,137,130,0
4362,0.33755091,89.00628440116094,9,33,30,0
4363,0.00000000,56.09173310213352,9,0,0,0
4364,0.00000000,22.095092520693377,9,0,0,0
4365,0.00000000,19.27451287696307,9,0,0,0
4366,0.00236345,128.9154864393037,9,0,0,0
4367,0.00044903,262.50745605302143,9,0,0,0
4368,0.00000000,22.095092520693377,9,0,0,0
4369,0.00033478,21.76052480059983,9,0,0,0
4370,0.13597788,225.71227330685133,9,3,3,0
4371,0.00483257,89.49200247246021,9,0,0,0
4372,0.04045328,101.64140219651513,9,0,0,0
4373,0.00034574,165.95519573217865,9,0,0,0
4374,0.00000000,77.31290051036942,9,0,0,0
4375,0.00033118,72.85927864783346,9,0,0,0
4376,0.44911392,172.63973602479402,1,30,43,0
4377,0.84769901,81.04446976674454,0,24,72,0
4378,0.54430032,272.3029847983248,1,58,60,0
4379,0.35732415,83.1048730582098,1,21,24,0
4380,0.02898719,65.04231914158078,9,4,4,0
4381,0.07964313,179.04783093540266,9,5,5,0
4382,0.11856360,144.92964657181798,9,10,10,0
4383,0.29244457,66.94010114150423,1,17,16,0
4384,0.01703831,139.89349188209957,9,0,0,0
4385,0.09894522,134.9498362468183,9,9,8,0
4386,0.00000000,242.12744561665397,9,0,0,0
4387,0.37011020,216.09848024031177,1,21,23,0
4388,0.97859282,74.52903282849876,1,59,64,0
4389,0.87580848,73.71460455067799,1,35,63,0
4390,1.43369039,74.75382365284591,1,35,16,0
4391,0.53794109,229.80653053193754,1,60,52,0
4392,0.41252289,211.46678079829326,1,43,39,0
4393,0.78516092,72.95823746797822,1,62,45,0
4394,0.00000000,50.85045100752117,9,0,0,0
4395,0.08521963,85.21962949299267,9,3,3,0
4396,0.03905242,166.06271991987484,9,6,4,0
4397,0.17289360,80.2611576244315,1,7,7,0
4398,0.66612153,73.6528167642466,1,26,37,0
4399,0.01826661,72.61953989532087,9,2,3,0
4400,0.01193611,141.2084843446084,9,0,0,0
4401,0.00034378,140.95167890048745,9,0,0,0
4402,0.00000000,78.76280730079391,9,0,0,0
4403,0.00000000,79.4773817128651,9,0,0,0
4404,0.00000000,78.33913222420064,9,0,0,0
4405,0.00168682,132.5361273693459,9,0,0,0
4406,0.00000000,79.6334312859862,9,0,0,0
4407,0.03659710,116.83580397180711,9,2,2,0
4408,0.00000000,78.0646574832907,9,0,0,0
4409,0.00000000,80.0878722393816,9,0,0,0
4410,0.20123108,80.40309653417894,9,0,0,0
4411,0.00269622,16.24229735351379,9,0,0,0
4412,0.00984567,95.16900190508728,9,2,2,0
4413,0.00000000,78.4149395918661,9,0,0,0
4414,0.00000000,79.0389976791225,9,0,0,0
4415,0.30832078,122.2392722871287,1,20,25,0
4416,0.48891769,35.23912502966131,1,16,30,0
4417,0.07670782,75.74146122266171,9,8,8,0
4418,0.13688219,80.70269962929044,1,5,3,0
4419,0.67481269,74.6137948609509,0,9,28,0
4420,0.61022800,310.54860080723864,1,39,47,0
4421,0.44950651,273.9712177713763,1,45,52,0
4422,0.80381924,74.68639518601411,0,60,66,0
4423,0.58444242,75.50935708951953,1,22,26,0
4424,0.55825478,270.83969501119407,1,66,53,0
4425,0.62921126,74.29679026646818,1,38,42,0
4426,0.17355855,140.01084796460756,1,23,26,0
4427,0.00000000,17.955052402131958,9,0,0,0
4428,0.07733992,76.57417582844101,9,0,0,0
4429,0.22662554,152.69096708277903,1,8,7,0
4430,1.15767418,76.12471240110472,1,73,34,0
4431,0.19877870,29.16782104939328,1,14,19,0
4432,0.26263030,149.61532226015638,1,15,21,0
4433,0.21461301,80.8335272580123,1,3,19,0
4434,0.00034181,126.47026616652157,9,0,0,0
4435,0.01578141,53.64295760159427,9,3,2,0
4436,0.00000000,55.51668880682423,10,0,0,0
4437,0.19224204,155.7712502415007,10,17,22,0
4438,0.62828306,80.65251108082785,0,30,52,0
4439,0.43087395,145.53081925621174,10,33,52,0
4440,1.35677183,80.83458876318218,0,6,67,0
4441,0.67660460,80.75792772654896,10,9,53,0
4442,0.17370267,142.50589940874514,10,17,25,0
4443,0.29443120,154.60214694500357,10,5,30,0
4444,0.85506389,81.36773060461896,0,0,66,0
4445,0.38064768,216.1690056397688,10,47,85,0
4446,2.56267091,80.62234803169746,6,0,110,0
4447,1.16353393,81.92170198153373,0,60,146,0
4448,0.25308363,228.39003018054615,10,33,36,0
4449,0.51100732,217.193195492083,10,69,91,0
4450,1.49968927,80.41526692530847,4,67,140,0
4451,1.25761778,80.21283468602681,10,209,220,0
4452,0.81622346,80.56302820364228,10,112,133,0
4453,0.00034539,65.62488209373107,10,0,0,0
4454,0.00000000,141.47986135398924,9,0,0,0
4455,0.00000000,80.76063450301022,9,0,0,0
4456,0.00074710,78.44591747321948,9,0,0,0
4457,2.03983670,275.24446049598333,0,434,565,0
4458,4.99629906,76.93634116969687,0,454,545,0
4459,1.36728919,79.42941854900862,0,31,55,0
4460,2.05593241,276.6481290862461,0,90,126,0
4461,0.22660529,79.96489679916314,9,10,11,0
4462,0.01406665,155.53644366901014,9,1,1,0
4463,0.02524462,79.71984083981212,9,1,0,0
4464,0.00167670,141.74155721446354,9,0,0,0
4465,0.00075940,79.73730478168189,9,0,0,0
4466,0.05123707,143.13956478883384,9,1,1,0
4467,0.02767052,154.776037108452,9,0,0,0
4468,0.33084081,79.89485956848522,9,8,8,0
4469,0.05597566,79.77528349614694,9,0,0,0
4470,0.03990794,216.2328610633845,9,4,6,0
4471,0.29458426,79.84059390026968,48,16,20,0
4472,0.00174959,228.13312072294985,9,0,0,0
4473,0.02102013,79.82328203502335,9,0,0,0
4474,0.00438985,216.93026490201643,9,2,2,0
4475,0.00128090,117.84314666247374,9,0,0,0
4476,0.00835685,79.66979222504347,9,1,1,0
4477,0.02677291,79.94453477561412,9,0,0,0
4478,0.00000000,117.84314666247373,9,0,0,0
4479,0.12122058,76.05145105237314,1,10,8,0
4480,0.09494617,163.12824818002065,1,13,12,0
4481,0.18105458,77.71773954287613,1,19,15,0
4482,0.09445201,146.2273022645646,1,18,18,0
4483,0.05951276,141.82693432672716,9,9,7,0
4484,0.28526745,75.32328179988524,1,28,19,0
4485,0.06516624,76.02727616271564,9,5,6,0
4486,0.01964437,80.84104169225697,9,2,1,0
4487,0.02181068,77.70389913829229,9,5,5,0
4488,0.46409034,80.48232356193517,21,25,38,0
4489,0.25657139,155.36180612709876,21,30,38,0
4490,1.33055595,81.14270502529327,0,22,53,0
4491,0.37641582,146.16420453154566,21,45,56,0
4492,0.80307762,81.70793892246971,0,8,52,0
4493,0.36365166,142.59501755883008,10,48,59,0
4494,0.85089123,80.25554990363301,0,0,85,0
4495,0.50397584,154.41818269411212,10,0,69,0
4496,4.39864258,82.72135193450119,3,0,143,0
4497,0.55730325,216.00231210443536,10,46,75,0
4498,0.55078773,80.0804382247516,0,25,77,0
4499,0.57036318,228.44293977546357,10,50,63,0
4500,0.50510200,216.5514799909523,10,78,84,0
4501,2.03919964,84.21842071558058,0,143,209,0
4502,0.24237967,76.9983071277063,1,28,29,0
4503,0.15747502,102.90715243681113,1,8,9,0
4504,0.01144304,80.15656764199193,9,2,1,0
4505,0.19098844,116.693550782035,1,13,11,0
4506,0.02381984,56.521662302492516,9,1,1,0
4507,0.00051631,87.77272085823493,9,1,1,0
4508,0.00072940,87.52769497198881,9,0,0,0
4509,0.04478436,87.10086916828084,9,0,0,0
4510,0.07981357,140.97506288844045,9,1,1,0
4511,0.00437208,133.73421480203612,9,0,0,0
4512,0.00054574,79.13272241511682,9,0,0,0
4513,0.00033941,35.63803656727709,9,0,0,0
4514,0.00000000,79.59143844852542,9,0,0,0
4515,0.00000000,62.54723099745028,9,0,0,0
4516,0.00000000,79.4447859370921,9,0,0,0
4517,0.00000000,79.16179518555415,9,0,0,0
4518,0.00053926,88.9778790467071,9,0,0,0
4519,0.00054347,78.8029738880432,9,0,0,0
4520,0.00055424,80.36550333850818,9,0,0,0
4521,0.00000000,79.66000009500496,9,0,0,0
4522,0.00032325,22.62747952970333,9,0,0,0
4523,0.01721572,403.1529644020115,9,0,0,0
4524,0.00000000,88.42338150754631,9,0,0,0
4525,0.00187829,386.5463578638832,9,0,0,0
4526,0.00052790,21.115931126623405,9,0,0,0
4527,0.00081519,260.86146106427367,9,0,0,0
4528,0.00085827,98.70070233405968,9,0,1,0
4529,0.00000000,18.049302170891913,9,0,0,0
4530,0.00000000,80.15322879310673,9,0,0,0
4531,0.00000000,260.86146106427367,9,0,0,0
4532,0.00000000,84.08504929762398,9,0,0,0
4533,0.00054711,134.04236275932524,9,0,0,0
4534,0.00055472,94.30314548430984,9,0,0,0
4535,0.00000000,134.04236275932524,9,0,0,0
4536,0.00000000,94.30314548430984,9,0,0,0
4537,0.00053983,91.77165478036567,9,0,0,0
4538,0.00000000,193.06506839207304,9,0,0,0
4539,0.00000000,91.77165478036567,9,0,0,0
4540,0.00053263,85.22049958430371,9,0,0,0
4541,0.00000000,77.52211433816457,9,0,0,0
4542,0.00000000,30.64888388792768,9,0,0,0
4543,0.00000000,14.961671185325486,9,0,0,0
4544,0.00000000,65.91939771283216,9,0,0,0
4545,0.00000000,36.22327882143688,9,0,0,0
4546,0.00625532,430.33078256308346,9,0,0,0
4547,0.00000000,54.68116814199342,9,0,0,0
4548,0.02233140,79.28307699795872,9,1,1,0
4549,0.05425519,101.29019946473889,9,3,4,0
4550,0.17158032,107.65823825568404,9,7,5,0
4551,0.86942598,271.24584756780195,9,62,65,0
4552,0.71379014,87.19580386660549,0,54,63,0
4553,0.50515551,273.9094951983525,1,33,31,0
4554,0.82842149,271.4319821974801,1,46,49,0
4555,0.90378060,87.5889006997881,0,45,82,0
4556,0.53703683,273.7560966091811,1,64,67,0
4557,0.67494381,81.33159676878546,0,50,65,0
4558,0.76723749,74.47568653773732,0,75,95,0
4559,0.82772161,273.90593790043374,1,45,50,0
4560,1.41212439,74.1431207769727,0,111,160,0
4561,0.79933680,274.4289904473176,1,42,46,0
4562,2.08798903,78.50702315409065,0,159,209,0
4563,0.56961813,273.9746140112327,1,41,50,0
